#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Salmonella enterica subsp. enterica serovar Saintpaul","CFSAN004175",19669,SAMN05915911 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001952995.1 ,4.859,52.1648,chromosome:NZ_CP019172.1/CP019172.1; plasmid pCFSAN004175:NZ_CP019173.1/CP019173.1,-,2,4897,4654,2017/01/17,2017/01/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/952/995/GCF_001952995.1_ASM195299v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/995/GCA_001952995.1_ASM195299v1
"Salmonella enterica subsp. enterica serovar Thompson","CFSAN000738",19669,SAMN06192066 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001953015.1 ,4.7107,52.2,chromosome:NZ_CP019196.1/CP019196.1,-,1,4709,4450,2017/01/17,2017/01/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/015/GCF_001953015.1_ASM195301v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/015/GCA_001953015.1_ASM195301v1
"Salmonella enterica subsp. enterica serovar Dublin str. ATCC 39184","ATCC 39184",19669,SAMN01041081 ,PRJNA41463,"Proteobacteria","Gammaproteobacteria",GCA_001953035.1 ,4.91714,52.1454,chromosome:NZ_CP019179.1/CP019179.1; plasmid pATCC39184:NZ_CP019180.1/CP019180.1,-,2,5012,4672,2017/01/17,2017/01/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/035/GCF_001953035.1_ASM195303v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/035/GCA_001953035.1_ASM195303v1
"Salmonella enterica subsp. enterica serovar Saintpaul","CFSAN004173",19669,SAMN05915913 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001953675.1 ,4.859,52.1648,chromosome:NZ_CP019204.1/CP019204.1; plasmid pCFSAN004173:NZ_CP019205.1/CP019205.1,-,2,4896,4652,2017/01/18,2017/01/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/675/GCF_001953675.1_ASM195367v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/675/GCA_001953675.1_ASM195367v1
"Salmonella enterica subsp. enterica serovar Saintpaul","CFSAN004174",19669,SAMN05915912 ,PRJNA186035,"Proteobacteria","Gammaproteobacteria",GCA_001953695.1 ,4.859,52.1648,chromosome:NZ_CP019206.1/CP019206.1; plasmid pCFSAN004174:NZ_CP019207.1/CP019207.1,-,2,4897,4653,2017/01/18,2017/01/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/695/GCF_001953695.1_ASM195369v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/953/695/GCA_001953695.1_ASM195369v1
"Salmonella enterica subsp. enterica serovar Antsalova str. S01-0511","S01-0511",19669,SAMN04160831 ,PRJNA177204,"Proteobacteria","Gammaproteobacteria",GCA_001956735.1 ,4.64809,52.3,chromosome:NZ_CP019116.1/CP019116.1,-,1,4688,4447,2017/01/18,2017/01/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/735/GCF_001956735.1_ASM195673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/956/735/GCA_001956735.1_ASM195673v1
"Salmonella enterica subsp. enterica serovar Senftenberg","775W",19669,SAMN05514141 ,PRJNA337942,"Proteobacteria","Gammaproteobacteria",GCA_001969425.1 ,5.26203,51.9275,chromosome:NZ_CP016837.1/CP016837.1; plasmid pSSE-ATCC-43845:NZ_CP016838.1/CP016838.1,-,2,5343,5020,2017/01/23,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/425/GCF_001969425.1_ASM196942v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/969/425/GCA_001969425.1_ASM196942v1
"Salmonella enterica subsp. enterica serovar Crossness str. 1422-74","1422-74",19669,SAMN04160812 ,PRJNA177207,"Proteobacteria","Gammaproteobacteria",GCA_001975245.1 ,4.84747,52.2,chromosome:NZ_CP019408.1/CP019408.1,-,1,4894,4615,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/245/GCF_001975245.1_ASM197524v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/245/GCA_001975245.1_ASM197524v1
"Salmonella enterica subsp. enterica serovar Blegdam str. S-1824","S-1824",19669,SAMN04160822 ,PRJNA177073,"Proteobacteria","Gammaproteobacteria",GCA_001975265.1 ,4.69398,52.3,chromosome:NZ_CP019406.1/CP019406.1,-,1,4740,4477,2017/01/30,2017/02/03,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/265/GCA_001975265.1_ASM197526v1
"Salmonella enterica subsp. enterica serovar Apapa str. SA20060561","SA20060561",19669,SAMN04160810 ,PRJNA177205,"Proteobacteria","Gammaproteobacteria",GCA_001975285.1 ,4.80166,52.2,chromosome:NZ_CP019403.1/CP019403.1,-,1,4816,4522,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/285/GCF_001975285.1_ASM197528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/285/GCA_001975285.1_ASM197528v1
"Salmonella enterica subsp. enterica serovar Bardo","SA20113257",19669,SAMN04160803 ,PRJNA242810,"Proteobacteria","Gammaproteobacteria",GCA_001975305.1 ,4.84914,52.2,chromosome:NZ_CP019404.1/CP019404.1,-,1,4923,4669,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/305/GCF_001975305.1_ASM197530v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/305/GCA_001975305.1_ASM197530v1
"Salmonella enterica subsp. enterica serovar Bergen str. ST350","ST350",19669,SAMN04160814 ,PRJNA177119,"Proteobacteria","Gammaproteobacteria",GCA_001975325.1 ,4.80183,52.3,chromosome:NZ_CP019405.1/CP019405.1,-,1,4858,4578,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/325/GCF_001975325.1_ASM197532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/325/GCA_001975325.1_ASM197532v1
"Salmonella enterica subsp. enterica serovar Borreze str. SA20041063","SA20041063",19669,SAMN04160805 ,PRJNA177206,"Proteobacteria","Gammaproteobacteria",GCA_001975345.1 ,4.77756,52.1,chromosome:NZ_CP019407.1/CP019407.1,-,1,4795,4542,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/345/GCF_001975345.1_ASM197534v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/345/GCA_001975345.1_ASM197534v1
"Salmonella enterica subsp. enterica serovar Djakarta str. S-1087","S-1087",19669,SAMN04160823 ,PRJNA177208,"Proteobacteria","Gammaproteobacteria",GCA_001975365.1 ,4.66886,52.3,chromosome:NZ_CP019409.1/CP019409.1,-,1,4704,4386,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/365/GCF_001975365.1_ASM197536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/365/GCA_001975365.1_ASM197536v1
"Salmonella enterica subsp. enterica serovar Hillingdon str. N1529-D3","N1529-D3",19669,SAMN04160821 ,PRJNA177215,"Proteobacteria","Gammaproteobacteria",GCA_001975385.1 ,4.61806,52.2,chromosome:NZ_CP019410.1/CP019410.1,-,1,4595,4334,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/385/GCF_001975385.1_ASM197538v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/385/GCA_001975385.1_ASM197538v1
"Salmonella enterica subsp. enterica serovar Johannesburg str. ST203","ST203",19669,SAMN04160815 ,PRJNA177234,"Proteobacteria","Gammaproteobacteria",GCA_001975405.1 ,4.65179,52.3,chromosome:NZ_CP019411.1/CP019411.1,-,1,4722,4445,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/405/GCF_001975405.1_ASM197540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/405/GCA_001975405.1_ASM197540v1
"Salmonella enterica subsp. enterica serovar Koessen str. S-1501","S-1501",19669,SAMN04160824 ,PRJNA177317,"Proteobacteria","Gammaproteobacteria",GCA_001975425.1 ,4.56617,52.3,chromosome:NZ_CP019412.1/CP019412.1,-,1,4597,4320,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/425/GCF_001975425.1_ASM197542v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/425/GCA_001975425.1_ASM197542v1
"Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536","SA20030536",19669,SAMN04160800 ,PRJNA177321,"Proteobacteria","Gammaproteobacteria",GCA_001975445.1 ,4.94227,52,chromosome:NZ_CP019413.1/CP019413.1,-,1,4977,4706,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/445/GCF_001975445.1_ASM197544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/445/GCA_001975445.1_ASM197544v1
"Salmonella enterica subsp. enterica serovar Manchester str. ST278","ST278",19669,SAMN04160817 ,PRJNA177327,"Proteobacteria","Gammaproteobacteria",GCA_001975515.1 ,4.53275,52.3,chromosome:NZ_CP019414.1/CP019414.1,-,1,4557,4294,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/515/GCF_001975515.1_ASM197551v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/515/GCA_001975515.1_ASM197551v1
"Salmonella enterica subsp. enterica serovar Moscow str. S-1843","S-1843",19669,SAMN04160826 ,PRJNA177578,"Proteobacteria","Gammaproteobacteria",GCA_001975555.1 ,4.6904,52.3,chromosome:NZ_CP019415.1/CP019415.1,-,1,4747,4436,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/555/GCF_001975555.1_ASM197555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/555/GCA_001975555.1_ASM197555v1
"Salmonella enterica subsp. enterica serovar Nitra","S-1687",19669,SAMN04160827 ,PRJNA294451,"Proteobacteria","Gammaproteobacteria",GCA_001975605.1 ,4.69181,52.2,chromosome:NZ_CP019416.1/CP019416.1,-,1,4732,4474,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/605/GCF_001975605.1_ASM197560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/605/GCA_001975605.1_ASM197560v1
"Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095","SA20092095",19669,SAMN04160802 ,PRJNA177599,"Proteobacteria","Gammaproteobacteria",GCA_001975625.1 ,4.91604,52.2,chromosome:NZ_CP019417.1/CP019417.1,-,1,4980,4714,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/625/GCF_001975625.1_ASM197562v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/625/GCA_001975625.1_ASM197562v1
"Salmonella enterica subsp. enterica serovar Yovokome str. S-1850","S-1850",19669,SAMN04160829 ,PRJNA177608,"Proteobacteria","Gammaproteobacteria",GCA_001975645.1 ,4.64093,52.2,chromosome:NZ_CP019418.1/CP019418.1,-,1,4628,4384,2017/01/30,2017/02/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/645/GCF_001975645.1_ASM197564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/645/GCA_001975645.1_ASM197564v1
"Salmonella enterica subsp. enterica serovar Typhimurium","81741",19669,SAMN06185755 ,PRJNA358799,"Proteobacteria","Gammaproteobacteria",GCA_001989635.1 ,5.29322,51.8333,chromosome:NZ_CP019442.1/CP019442.1; plasmid unnamed1:NZ_CP019443.1/CP019443.1; plasmid unnamed2:NZ_CP019444.1/CP019444.1,-,3,5460,5174,2017/02/07,2017/02/09,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/635/GCF_001989635.1_ASM198963v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/989/635/GCA_001989635.1_ASM198963v1
"Salmonella enterica subsp. enterica serovar Java","NCTC5706",19669,SAMEA3468845 ,PRJEB6403,"Proteobacteria","Gammaproteobacteria",GCA_900086565.1 ,4.75678,52.2,chromosome 1:NZ_LT571437.1/LT571437.1,-,1,4857,4584,2016/05/19,2016/11/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/565/GCF_900086565.1_39641_H02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/086/565/GCA_900086565.1_39641_H02
"Salmonella enterica subsp. enterica serovar Newport str. CVM 21554","CVM 21554",19669,SAMN01813483 ,PRJNA49977,"Proteobacteria","Gammaproteobacteria",GCA_000272795.2 ,4.72669,52.3,chromosome:CP009565.1,-,1,4427,2783,2014/10/14,2015/04/20,Complete Genome,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/272/795/GCA_000272795.2_ASM27279v2
"Salmonella enterica subsp. enterica serovar Pullorum str. S06004","S06004",19669,SAMN02603462 ,PRJNA191133,"Proteobacteria","Gammaproteobacteria",GCA_000444445.1 ,4.6826,52.1,chromosome:CP006575.1,-,1,4465,4052,2013/08/06,2014/01/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/445/GCF_000444445.1_ASM44444v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/445/GCA_000444445.1_ASM44444v1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110353","EC20110353",19669,SAMN02384170 ,PRJNA219482,"Proteobacteria","Gammaproteobacteria",GCA_000626315.1 (misassembled),4.71045,52.1,chromosome:CP007251.1,-,1,4572,3934,2014/04/02,2014/04/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/626/315/GCF_000626315.1_ASM62631v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/626/315/GCA_000626315.1_ASM62631v1
